doc_id,topic_id,summary,sentence_count
3590,How to Get the Best Pictures on a 3D Ultrasound," Schedule the ultrasound for the right time in pregnancy.  Plan around your baby's sleep schedule, if possible.  Drink lots of water one to two weeks before your appointment.  Snack on natural sugars right before your appointment.  Wear proper clothing.  Take a break and stretch.  Relax and stay comfortable.  Familiarize yourself with the setbacks.  Prepare for hefty fees.  Talk to your OB/GYN before scheduling the ultrasound.",10
3591,How to Get Rid of Stretch Marks," Use a moisturizer.  Use Retin-A.  Use glycolic acid.  Combine glycolic acid and Retin-A.  Try Vitamin E oil.  Try egg oil.  Use essential oils.  Increase your Vitamin C intake.  For fresh stretch marks, use a pulsed dye laser (aka vascular laser).  For older stretch marks, try a fractional laser treatment (aka laser resurfacing).  Get an abdominoplasty (aka tummy tuck).  Consider a ""mommy makeover,"" or a combination deal.  Cocoa butter has not been proven to reduce stretch marks.  Peptide-containing products also haven't been proven to work.",14
3592,How to Get Your Partner Involved in Your Pregnancy1, Invite your partner to each doctor's appointment.  Let your partner touch your belly regularly.  Give your partner daily updates on how you're feeling.  Have a talk about sex during pregnancy.  Ask your partner for help with everyday tasks.,5
3593,How to Get Your Partner Involved in Your Pregnancy2, Involve your partner in the birth plan.  Register for a childbirth class together.  Choose a baby name together.  Create the baby registry together.  Set a nursery budget as a couple.  Design the nursery together.  Put your partner in charge of hospital preparations.,7
3594,How to Get Your Partner Involved in Your Pregnancy3, Include your partner in the pregnancy announcement.  Request their presence at the baby shower.  Ask his friends to throw him a Dadchelor party.  Give your partner an active role in the delivery room.,4
3595,How to Get Pregnant with Ulcerative Colitis1, Eat foods rich in omega 3 fatty acids.  Consume foods containing vitamin D. The active form of vitamin D (calcitriol) plays an important role in female reproduction.  Increase your vitamin B6 intake.  Boost your Vitamin C intake.  Increase your zinc intake.  Stop smoking.,6
3596,How to Get Pregnant with Ulcerative Colitis2, Understand the importance of monitoring your fertility.  Use the calendar or rhythm method.  Try the basal body temperature method.  Consider the cervical mucus method.  Buy an ovulation prediction test kit.  Identify the presence of Mittelschmerz.,6
3597,How to Get Pregnant Using Instead Cups, Chart your cycle.  Use OPK sticks.  Examine cervical mucous.  Measure body temperature.  Understand the limitations.  Capture semen in the Instead Cup.  Coat the Cup with semen.  Insert the Cup.  Leave the Cup in.  Remove the Cup.  Examine the contents after removal.  Wait to test for pregnancy.  Improve your diet.  Exercise regularly.  Take pre-natal vitamins.  De-stress.  Consider fertility medication.  Consider in-vitro fertilization (IVF).  Take certain herbs.  Drink warm water.,20
3598,How to Go Through a Pregnancy Smoothly," Get prenatal care as soon as possible.  Alert your boss when you feel comfortable announcing the pregnancy.   Eat healthy for the two of you.  Keep crackers or gum near you.  Keep active, but know your limits.       Don't be ashamed of preparing early!,      Be more confident with information.  Know that in your last month you won't be able to walk as fast, and that is ok. You will have to go to the bathroom about every hour.  Get ready for the unexpected.",8
3599,How to Get Over Morning Sickness1," Eat small, frequent meals.  Drink lots of fluid.  Snack on crackers.  Stick to bland food.  Avoid foods and smells that trigger your nausea.  Listen to your cravings.  Eat carbohydrates.  Eat high-protein foods.  Eat cold food.  Avoid fatty foods.  Brush your teeth.  Avoid lying down after eating.",12
3600,How to Get Over Morning Sickness2, Learn to avoid triggers.  Move slowly.  Get plenty of rest.  Adjust your computer.  Get some fresh air.  Distract yourself.  Carry a survival kit.  See a doctor.,8
3601,How to Get Over Morning Sickness3, Use lemons.  Try ginger.  Try peppermint.  Make red raspberry-leaf tea.  Use lavender and thyme.  Take vitamin B6.  Take cider vinegar.  Eat popsicles.  Chew on anise or fennel.,9
3602,How to Get Over Morning Sickness4, Meditate.  Wear an acupressure band.  Try aromatherapy.  Try acupuncture.  Try acustimulation.  Try hypnosis.,6
3603,How to Get an Ultrasound for Pregnancy, Understand the importance of the ultrasound exam.  Schedule the appointment per your health care provider's instructions.  Drink 4 to 6 glasses of water before the exam.  Wear loose-fitting clothing.  Relax and lie still during the exam.  Readjust your clothing at the conclusion of the exam.  Discuss the results of the ultrasound with your health care professional.,7
3604,How to Get Enough Iron During Pregnancy1, Eat red meat.  Incorporate other sources of meat.  Choose iron-fortified foods.  Add more beans.  Eat leafy greens and dried fruit.,5
3605,How to Get Enough Iron During Pregnancy2, Include one serving of meat with each meal.  Add vitamin C-rich foods.  Eat an iron-enhancer when you eat an iron inhibiting food.  Limit your coffee and tea.,4
3606,How to Get Enough Iron During Pregnancy3, Talk to your doctor before taking an iron supplement.  Determine the amount of iron you need.  Be aware of the risks of too much iron.  Recognize the symptoms of anemia.,4
3607,How to Get a Baby to Move for an Ultrasound," Drink apple or orange juice about 30 minutes before your appointment.  Walk around before your ultrasound appointment.  Cough or laugh during your ultrasound appointment.  Poke the baby gently.  Know that the ""first trimester ultrasound"" is done anywhere between 10 and 14 weeks.  Understand that the ""second trimester ultrasound"" is more detailed.  Be aware that third trimester ultrasounds are rare.",7
3608,How to Get Better Sleep During Pregnancy, Design an exercise regimen that you can do while pregnant.  Opt for a diet that promotes sleep while pregnant.  Drink lots of fluids to stay hydrated.  Invest in a maternity pillow that supports you while you sleep.  Wear comfortable sleepwear.  Establish a consistent pregnancy sleep routine that allows you to go to bed at the same time every night.,6
3609,How to Get a Girl Pregnant," Start trying to have a baby while you are young.  Do not consume more than 1 to 2 drinks per day.  Stop smoking.  Keep your groin cool.  Choose how you work out carefully.  Avoid prescription drugs.  Ask the woman to stop taking birth control pills or using other birth control devices.  Refrain from using condoms and spermicide during sexual intercourse.  Learn the woman's menstrual cycle.  Calculate ovulation.  Increase sexual intercourse the week prior to ovulation.  Consult your doctor if you are worried about infertility, after 1 year of well timed, unprotected sex.  , Try fertility treatments, if your doctor recommends them.  Have sex at least 3 times per week.  Buy an ovulation prediction kit.  Reduce stress in your life.",16
3610,How to Get Rid of Heartburn when Pregnant1, Cut out common heartburn causing foods.  Eat less fatty and spicy foods.  Reduce beverages that can trigger heartburn.  Eat an apple or banana.  Determine which foods cause you heartburn.  Eat smaller meals.  Eat slowly.  Refrain from eating before bedtime.,8
3611,How to Get Rid of Heartburn when Pregnant2, Try antacids.  Take H2 blockers.  Use proton-pump inhibitors.  Ask your doctor about metoclopramide.,4
3612,How to Get Rid of Heartburn when Pregnant3, Wear looser clothing.  Avoid gaining too much weight.  Raise the head of your bed.  Add apple cider vinegar to your diet.  Drink ginger tea.,5
3613,How to Find Postpartum Depression Support Groups," Figure out whether you have postpartum depression or just the ""baby blues."" Although you should seek the evaluation of a health professional, you may be able to determine whether your symptoms are a passing phase or a more permanent state of mind.  Discuss your feelings and worries with family and friends.  Enquire within your community.  Make sure you like the group you have found; if not, continue the search until you find a support group that makes you feel comfortable and safe.",5
